Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя,method,param_base_name,cleaned_value,smiles
Базовое_масло_7,0763.24,"Температура застывания, ГОСТ 20287, метод Б",°C,-15,ГОСТ 20287,Температура застывания,-15.0,CCCCCCCCCCCCCCCCCCCC
Антипенная_присадка_1,из ЦП от 07.12.2023,,,,No Method,nan,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
Базовое_масло_1,0248.24,Деэм.вода | ASTM D1401,мл,40,ASTM D1401,Деэм.вода |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Деэм.время | ASTM D1401,мин,5,ASTM D1401,Деэм.время |,5.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Деэм.масло | ASTM D1401,мл,40,ASTM D1401,Деэм.масло |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Деэм.эмульсия | ASTM D1401,мл,0,ASTM D1401,Деэм.эмульсия |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,530,ASTM D5293,Динамическая вязкость CCS -15°C,530.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,829,ASTM D5293,Динамическая вязкость CCS -20°C,829.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1373,ASTM D5293,Динамическая вязкость CCS -25°C,1373.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2418,ASTM D5293,Динамическая вязкость CCS -30°C,2418.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,4530,ASTM D5293,Динамическая вязкость CCS -35°C,4530.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Индекс вязкости, ГОСТ 25371",–,112,ГОСТ 25371,Индекс вязкости,112.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Испаряемость по NOACK, ASTM D5800",%,14.2,ASTM D5800,Испаряемость по NOACK,14.2,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.64,ASTM D445,"Кинематическая вязкость, при 40°C",22.64,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.51,ASTM D445,"Кинематическая вязкость, при 100°C",4.51,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Массовая доля кальция, ASTM D6481",% масс,0.0002,ASTM D6481,Массовая доля кальция,0.0002,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Массовая доля серы, ASTM D6481",% масс,0.0009,ASTM D6481,Массовая доля серы,0.0009,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,ASTM D6481,Массовая доля фосфора,0.0001,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Массовая доля цинка, ASTM D6481",% масс,0.0001,ASTM D6481,Массовая доля цинка,0.0001,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Последовательность 1 | ASTM D892,см³,0,ASTM D892,Последовательность 1 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Последовательность 2 | ASTM D892,см³,0,ASTM D892,Последовательность 2 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,Последовательность 3 | ASTM D892,см³,0,ASTM D892,Последовательность 3 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_1,0248.24,"Температура застывания, ГОСТ 20287, метод Б",°C,-24,ГОСТ 20287,Температура застывания,-24.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,2467,ASTM D5293,Динамическая вязкость CCS -15°C,2467.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,4307,ASTM D5293,Динамическая вязкость CCS -20°C,4307.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,9021,ASTM D5293,Динамическая вязкость CCS -25°C,9021.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,17000,ASTM D5293,Динамическая вязкость CCS -30°C,17000.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Индекс вязкости, ГОСТ 25371",–,115,ГОСТ 25371,Индекс вязкости,115.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,60.05,ASTM D445,"Кинематическая вязкость, при 40°C",60.05,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.57,ASTM D445,"Кинематическая вязкость, при 100°C",8.57,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,Последовательность 1 | ASTM D892,см³,0,ASTM D892,Последовательность 1 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,Последовательность 2 | ASTM D892,см³,0,ASTM D892,Последовательность 2 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,Последовательность 3 | ASTM D892,см³,0,ASTM D892,Последовательность 3 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,03602.23,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,ГОСТ 20287,Температура застывания,-18.0,CCCCCCCCCCCCCCCCCCCC
Загуститель_1,03377.23 10% в HVI-4,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,495.6,ASTM D445,"Кинематическая вязкость, при 100°C",495.6,CCCCCCCCCCCCCCCCCCCC
Детергент_1,из ЦП 21.03,,,,No Method,nan,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Базовое_масло_6,01302.25,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,640,ASTM D5293,Динамическая вязкость CCS -20°C,640.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1000,ASTM D5293,Динамическая вязкость CCS -25°C,1000.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1682,ASTM D5293,Динамическая вязкость CCS -30°C,1682.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,3017,ASTM D5293,Динамическая вязкость CCS -35°C,3017.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Индекс вязкости, ГОСТ 25371",–,126,ГОСТ 25371,Индекс вязкости,126.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,20.92,ASTM D445,"Кинематическая вязкость, при 40°C",20.92,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.446,ASTM D445,"Кинематическая вязкость, при 100°C",4.446,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Плотность при 15°С, ASTM D4052",кг/м³,835.5,ASTM D4052,Плотность при 15°С,835.5,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,01302.25,"Плотность при 20°С, ASTM D4052",кг/м³,832.2,ASTM D4052,Плотность при 20°С,832.2,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,01085.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.62,ASTM D445,"Кинематическая вязкость, при 100°C",8.62,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_5,01085.25,"Температура застывания, ГОСТ 20287, метод Б",°C,0,ГОСТ 20287,Температура застывания,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,01278.24,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1708,ASTM D5293,Динамическая вязкость CCS -30°C,1708.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,01278.24,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.5,ASTM D445,"Кинематическая вязкость, при 100°C",4.5,CCCCCCCCCCCCCCCCCCCC
Детергент_8,01,,,,No Method,nan,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Mg]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Базовое_масло_6,0861.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1627,ASTM D5293,Динамическая вязкость CCS -30°C,1627.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,0861.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.32,ASTM D445,"Кинематическая вязкость, при 100°C",4.32,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_9,0862.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,5986,ASTM D5293,Динамическая вязкость CCS -30°C,5986.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_9,0862.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,6.27,ASTM D445,"Кинематическая вязкость, при 100°C",6.27,CCCCCCCCCCCCCCCCCCCC
Детергент_4,02849.22,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,15.66,ASTM D445,"Кинематическая вязкость, при 100°C",15.66,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Массовая доля кальция, ASTM D6481",% масс,5.392,ASTM D6481,Массовая доля кальция,5.392,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Массовая доля серы, ASTM D6481",% масс,2.378,ASTM D6481,Массовая доля серы,2.378,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Массовая доля фосфора, ASTM D6481",% масс,0.95,ASTM D6481,Массовая доля фосфора,0.95,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Массовая доля цинка, ASTM D6481",% масс,1.114,ASTM D6481,Массовая доля цинка,1.114,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Щелочное число, ГОСТ 11362",мг KOH/г,148.6,ГОСТ 11362,Щелочное число,148.6,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_4,02849.22,"Щелочное число, ASTM D2896",мг KOH/г,151.3,ASTM D2896,Щелочное число,151.3,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Базовое_масло_6,для С3 01342.25,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1732,ASTM D5293,Динамическая вязкость CCS -30°C,1732.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_6,для С3 01342.25,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.45,ASTM D445,"Кинематическая вязкость, при 100°C",4.45,CCCCCCCCCCCCCCCCCCCC
Загуститель_1,01124.25 10.3% 2гр,,,,No Method,nan,,CCCCCCCCCCCCCCCCCCCC
Противоизносная_присадка_12,01037.25,,,,No Method,nan,,CC(C)COP(=S)([O-])OCC(C)C.[Zn+2]
Депрессорная_присадка_1,DPM 131 из ЦП,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,414,ASTM D445,"Кинематическая вязкость, при 100°C",414.0,CC(=C)C(=O)OCCCCCCCCCCCC
Антиоксидант_12,02670.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.73,ASTM D445,"Кинематическая вязкость, при 100°C",5.73,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_12,02670.23,Общее содержание азота | ASTM D3228,%,8.666,ASTM D3228,Общее содержание азота |,8.666,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антиоксидант_12,02670.23,"Щелочное число, ASTM D2896",мг KOH/г,189.9,ASTM D2896,Щелочное число,189.9,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
Антипенная_присадка_1,ЦП_(18.05.2023),,,,No Method,nan,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
Базовое_масло_3,02110.23,Деэм.вода | ASTM D1401,мл,40,ASTM D1401,Деэм.вода |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,Деэм.время | ASTM D1401,мин,5,ASTM D1401,Деэм.время |,5.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,Деэм.масло | ASTM D1401,мл,40,ASTM D1401,Деэм.масло |,40.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,Деэм.эмульсия | ASTM D1401,мл,0,ASTM D1401,Деэм.эмульсия |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,419,ASTM D5293,Динамическая вязкость CCS -15°C,419.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,641,ASTM D5293,Динамическая вязкость CCS -20°C,641.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1019,ASTM D5293,Динамическая вязкость CCS -25°C,1019.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1717,ASTM D5293,Динамическая вязкость CCS -30°C,1717.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,3121,ASTM D5293,Динамическая вязкость CCS -35°C,3121.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Индекс вязкости, ГОСТ 25371",–,120,ГОСТ 25371,Индекс вязкости,120.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Испаряемость по NOACK, ASTM D5800",%,13.7,ASTM D5800,Испаряемость по NOACK,13.7,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.2,ASTM D445,"Кинематическая вязкость, при 40°C",21.2,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.42,ASTM D445,"Кинематическая вязкость, при 100°C",4.42,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,Последовательность 1 | ASTM D892,см³,0,ASTM D892,Последовательность 1 |,0.0,CCCCCCCCCCCCCCCCCCCC
Базовое_масло_3,02110.23,Последовательность 2 | ASTM D892,см³,0,ASTM D892,Последовательность 2 |,0.0,CCCCCCCCCCCCCCCCCCCC
